,voltage,Cu_500_ppb_0,Cu_500_ppb_1,Cu_500_ppb_2,Cu_500_ppb_3,Cu_500_ppb_4,Cu_500_ppb_5,Cu_500_ppb_6,Cu_500_ppb_7,Cu_1000_ppb_8,Cu_1000_ppb_9,Cu_1000_ppb_10,Cu_1000_ppb_11,Cu_1000_ppb_12,Cu_1000_ppb_13,Cu_1000_ppb_14,Cu_2000_ppb_15,Cu_2000_ppb_16,Cu_2000_ppb_17,Cu_2000_ppb_18,Cu_2000_ppb_19,Cu_2000_ppb_20,Cu_3000_ppb_21,Cu_3000_ppb_22
233,0.06799999999999917,-4.156513,-3.4741,-0.9926,-1.178713,-0.868525,-1.116675,-0.806488,-0.9926,-2.72965,-2.72965,-1.4889,-1.24075,-1.4889,-1.73705,-2.171313,-2.605575,-3.350025,-2.72965,-3.163913,-1.923163,-1.9852,-1.4889,-3.101875
234,0.06399999999999917,-4.21855,-3.536138,-0.9926,-1.116675,-0.930563,-1.116675,-0.806488,-0.9926,-2.72965,-2.72965,-1.550938,-1.24075,-1.4889,-1.799088,-2.23335,-2.605575,-3.412063,-2.667613,-3.163913,-1.923163,-1.9852,-1.4889,-3.101875
235,0.059999999999999165,-4.21855,-3.536138,-1.054638,-1.178713,-0.9926,-1.116675,-0.74445,-1.054638,-2.72965,-2.667613,-1.550938,-1.24075,-1.426863,-1.799088,-2.23335,-2.605575,-3.4741,-2.667613,-3.22595,-1.861125,-2.047238,-1.426863,-3.163913
236,0.05599999999999916,-4.21855,-3.4741,-1.054638,-1.24075,-0.9926,-1.116675,-0.868525,-0.9926,-2.72965,-2.667613,-1.550938,-1.302788,-1.426863,-1.799088,-2.23335,-2.605575,-3.536138,-2.667613,-3.22595,-1.923163,-2.047238,-1.426863,-3.039838
237,0.05199999999999916,-4.280588,-3.536138,-1.054638,-1.178713,-0.930563,-1.116675,-0.868525,-0.9926,-2.72965,-2.791688,-1.550938,-1.24075,-1.4889,-1.799088,-2.295388,-2.605575,-3.536138,-2.667613,-3.22595,-1.861125,-2.047238,-1.4889,-3.101875
238,0.047999999999999154,-4.280588,-3.4741,-1.054638,-1.24075,-0.9926,-1.116675,-0.806488,-0.9926,-2.72965,-2.72965,-1.550938,-1.302788,-1.4889,-1.73705,-2.23335,-2.605575,-3.536138,-2.667613,-3.163913,-1.923163,-2.047238,-1.4889,-3.101875
239,0.04399999999999915,-4.280588,-3.536138,-1.054638,-1.24075,-0.9926,-1.178713,-0.868525,-0.9926,-2.791688,-2.72965,-1.4889,-1.302788,-1.4889,-1.799088,-2.23335,-2.605575,-3.536138,-2.667613,-3.22595,-1.861125,-2.047238,-1.4889,-3.101875
240,0.03999999999999915,-4.280588,-3.4741,-1.054638,-1.178713,-0.930563,-1.116675,-0.806488,-1.054638,-2.667613,-2.72965,-1.550938,-1.302788,-1.426863,-1.799088,-2.295388,-2.605575,-3.598175,-2.667613,-3.22595,-1.861125,-1.9852,-1.426863,-3.101875
241,0.035999999999999144,-4.280588,-3.536138,-1.054638,-1.24075,-0.9926,-1.116675,-0.806488,-1.054638,-2.72965,-2.72965,-1.550938,-1.24075,-1.4889,-1.799088,-2.295388,-2.605575,-3.598175,-2.605575,-3.22595,-1.861125,-2.047238,-1.4889,-3.039838
242,0.03199999999999914,-4.280588,-3.536138,-1.054638,-1.24075,-0.9926,-1.116675,-0.868525,-1.054638,-2.667613,-2.72965,-1.550938,-1.302788,-1.4889,-1.799088,-2.23335,-2.543538,-3.598175,-2.667613,-3.163913,-1.861125,-2.047238,-1.4889,-3.039838
243,0.027999999999999137,-4.280588,-3.536138,-1.116675,-1.24075,-0.930563,-1.116675,-0.806488,-1.054638,-2.667613,-2.72965,-1.4889,-1.302788,-1.426863,-1.799088,-2.23335,-2.543538,-3.660213,-2.667613,-3.163913,-1.861125,-2.047238,-1.426863,-3.039838
244,0.023999999999999133,-4.342625,-3.536138,-1.116675,-1.24075,-0.9926,-1.178713,-0.806488,-1.054638,-2.72965,-2.72965,-1.4889,-1.302788,-1.550938,-1.799088,-2.171313,-2.543538,-3.598175,-2.605575,-3.22595,-1.861125,-1.9852,-1.550938,-3.039838
245,0.01999999999999913,-4.342625,-3.536138,-1.054638,-1.178713,-0.930563,-1.178713,-0.930563,-1.054638,-2.72965,-2.72965,-1.550938,-1.302788,-1.426863,-1.799088,-2.23335,-2.543538,-3.536138,-2.667613,-3.163913,-1.861125,-2.047238,-1.426863,-2.9778
246,0.015999999999999126,-4.404663,-3.536138,-1.116675,-1.178713,-0.930563,-1.178713,-0.930563,-1.116675,-2.667613,-2.72965,-1.550938,-1.302788,-1.4889,-1.799088,-2.23335,-2.4815,-3.598175,-2.605575,-3.163913,-1.861125,-2.047238,-1.4889,-2.915763
247,0.011999999999999122,-4.404663,-3.536138,-1.054638,-1.178713,-0.9926,-1.116675,-0.868525,-1.054638,-2.72965,-2.791688,-1.550938,-1.302788,-1.550938,-1.799088,-2.23335,-2.543538,-3.660213,-2.605575,-3.163913,-1.861125,-2.047238,-1.550938,-2.915763
248,0.007999999999999119,-4.404663,-3.598175,-1.116675,-1.302788,-0.9926,-1.178713,-0.806488,-1.116675,-2.72965,-2.72965,-1.550938,-1.302788,-1.550938,-1.799088,-2.23335,-2.543538,-3.598175,-2.605575,-3.163913,-1.799088,-2.047238,-1.550938,-2.9778
249,0.003999999999999115,-4.4667,-3.4741,-1.116675,-1.302788,-0.930563,-1.178713,-0.930563,-1.116675,-2.667613,-2.791688,-1.550938,-1.302788,-1.426863,-1.799088,-2.23335,-2.543538,-3.536138,-2.605575,-3.039838,-1.861125,-2.047238,-1.426863,-2.915763
250,0.0,-4.528738,-3.536138,-1.116675,-1.24075,-0.930563,-1.178713,-0.930563,-1.116675,-2.667613,-2.72965,-1.550938,-1.302788,-1.4889,-1.861125,-2.23335,-2.543538,-3.536138,-2.605575,-3.101875,-1.861125,-2.047238,-1.4889,-2.915763
251,-0.004000000000000892,-4.528738,-3.536138,-1.116675,-1.302788,-0.9926,-1.178713,-0.930563,-0.9926,-2.72965,-2.72965,-1.550938,-1.302788,-1.4889,-1.861125,-2.23335,-2.419463,-3.536138,-2.605575,-3.101875,-1.861125,-2.047238,-1.4889,-2.915763
252,-0.008000000000000895,-4.590775,-3.598175,-1.116675,-1.24075,-0.930563,-1.178713,-0.868525,-1.054638,-2.667613,-2.72965,-1.550938,-1.302788,-1.550938,-1.861125,-2.295388,-2.4815,-3.4741,-2.605575,-3.101875,-1.861125,-1.9852,-1.550938,-2.9778
253,-0.012000000000000899,-4.528738,-3.536138,-1.116675,-1.24075,-0.9926,-1.178713,-0.868525,-1.054638,-2.667613,-2.791688,-1.550938,-1.302788,-1.550938,-1.799088,-2.23335,-2.4815,-3.536138,-2.605575,-3.101875,-1.861125,-2.047238,-1.550938,-2.853725
254,-0.016000000000000902,-4.590775,-3.598175,-1.116675,-1.364825,-0.930563,-1.178713,-0.868525,-1.116675,-2.72965,-2.72965,-1.4889,-1.364825,-1.4889,-1.799088,-2.23335,-2.4815,-3.412063,-2.667613,-3.101875,-1.861125,-2.047238,-1.4889,-2.853725
255,-0.020000000000000906,-4.590775,-3.598175,-1.116675,-1.302788,-1.054638,-1.178713,-0.930563,-1.116675,-2.667613,-2.791688,-1.550938,-1.364825,-1.550938,-1.861125,-2.23335,-2.543538,-3.536138,-2.605575,-3.039838,-1.861125,-2.047238,-1.550938,-2.853725
256,-0.02400000000000091,-4.590775,-3.660213,-1.178713,-1.302788,-0.930563,-1.178713,-0.930563,-1.116675,-2.667613,-2.72965,-1.550938,-1.302788,-1.550938,-1.799088,-2.295388,-2.4815,-3.536138,-2.667613,-3.039838,-1.861125,-2.047238,-1.550938,-2.853725
257,-0.028000000000000913,-4.652813,-3.598175,-1.116675,-1.302788,-0.9926,-1.178713,-0.9926,-1.116675,-2.605575,-2.72965,-1.550938,-1.364825,-1.550938,-1.799088,-2.23335,-2.543538,-3.536138,-2.605575,-3.101875,-1.861125,-2.047238,-1.550938,-2.915763
258,-0.03200000000000092,-4.652813,-3.598175,-1.116675,-1.302788,-1.054638,-1.178713,-0.930563,-1.054638,-2.667613,-2.72965,-1.550938,-1.364825,-1.550938,-1.861125,-2.295388,-2.4815,-3.412063,-2.605575,-3.101875,-1.861125,-2.047238,-1.550938,-2.915763
259,-0.03600000000000092,-4.590775,-3.598175,-1.116675,-1.302788,-0.9926,-1.24075,-0.868525,-1.116675,-2.667613,-2.72965,-1.550938,-1.364825,-1.550938,-1.861125,-2.295388,-2.4815,-3.4741,-2.605575,-2.9778,-1.861125,-2.109275,-1.550938,-2.853725
260,-0.040000000000000924,-4.652813,-3.660213,-1.178713,-1.302788,-0.9926,-1.178713,-0.868525,-1.116675,-2.667613,-2.72965,-1.550938,-1.364825,-1.612975,-1.861125,-2.295388,-2.605575,-3.4741,-2.667613,-3.039838,-1.861125,-2.047238,-1.612975,-2.853725
261,-0.04400000000000093,-4.652813,-3.598175,-1.116675,-1.302788,-1.054638,-1.178713,-0.9926,-1.116675,-2.605575,-2.72965,-1.4889,-1.364825,-1.612975,-1.861125,-2.295388,-2.4815,-3.412063,-2.667613,-3.039838,-1.861125,-2.109275,-1.612975,-2.853725
262,-0.04800000000000093,-4.652813,-3.660213,-1.178713,-1.302788,-0.9926,-1.24075,-0.868525,-1.116675,-2.667613,-2.72965,-1.612975,-1.364825,-1.4889,-1.861125,-2.295388,-2.543538,-3.412063,-2.605575,-3.039838,-1.861125,-2.109275,-1.4889,-2.853725
263,-0.052000000000000934,-4.71485,-3.598175,-1.178713,-1.302788,-0.9926,-1.178713,-0.868525,-1.178713,-2.667613,-2.667613,-1.550938,-1.364825,-1.612975,-1.861125,-2.295388,-2.4815,-3.412063,-2.605575,-3.039838,-1.861125,-2.109275,-1.612975,-2.9778
264,-0.05600000000000094,-4.652813,-3.660213,-1.178713,-1.302788,-0.930563,-1.24075,-0.930563,-1.116675,-2.605575,-2.667613,-1.550938,-1.364825,-1.612975,-1.923163,-2.295388,-2.4815,-3.412063,-2.605575,-2.9778,-1.861125,-2.109275,-1.612975,-2.915763
265,-0.06000000000000094,-4.652813,-3.660213,-1.178713,-1.302788,-0.9926,-1.178713,-0.930563,-1.116675,-2.605575,-2.667613,-1.550938,-1.364825,-1.612975,-1.923163,-2.295388,-2.605575,-3.412063,-2.543538,-3.039838,-1.923163,-2.109275,-1.612975,-2.915763
266,-0.06400000000000095,-4.652813,-3.660213,-1.178713,-1.364825,-0.9926,-1.24075,-0.9926,-1.178713,-2.605575,-2.667613,-1.612975,-1.426863,-1.550938,-1.923163,-2.295388,-2.543538,-3.412063,-2.605575,-3.039838,-1.861125,-2.109275,-1.550938,-2.915763
267,-0.06800000000000095,-4.590775,-3.660213,-1.178713,-1.364825,-1.054638,-1.24075,-0.930563,-1.116675,-2.605575,-2.667613,-1.550938,-1.364825,-1.612975,-1.923163,-2.295388,-2.605575,-3.350025,-2.605575,-3.039838,-1.923163,-2.171313,-1.612975,-2.915763
268,-0.07200000000000095,-4.652813,-3.598175,-1.178713,-1.364825,-0.9926,-1.24075,-0.930563,-1.116675,-2.605575,-2.72965,-1.550938,-1.364825,-1.612975,-1.923163,-2.295388,-2.605575,-3.412063,-2.605575,-3.039838,-1.923163,-2.171313,-1.612975,-2.9778
269,-0.07600000000000096,-4.652813,-3.660213,-1.116675,-1.426863,-1.054638,-1.24075,-0.930563,-1.178713,-2.605575,-2.667613,-1.550938,-1.364825,-1.612975,-1.923163,-2.357425,-2.667613,-3.350025,-2.605575,-2.9778,-1.923163,-2.109275,-1.612975,-2.9778
270,-0.08000000000000096,-4.652813,-3.598175,-1.178713,-1.364825,-0.9926,-1.24075,-0.930563,-1.178713,-2.667613,-2.72965,-1.612975,-1.364825,-1.612975,-1.9852,-2.357425,-2.605575,-3.412063,-2.605575,-2.9778,-1.923163,-2.171313,-1.612975,-3.039838
271,-0.08400000000000096,-4.652813,-3.660213,-1.178713,-1.426863,-0.9926,-1.24075,-0.930563,-1.178713,-2.667613,-2.667613,-1.612975,-1.426863,-1.675013,-1.9852,-2.357425,-2.667613,-3.350025,-2.605575,-2.9778,-1.923163,-2.171313,-1.675013,-3.039838
272,-0.08800000000000097,-4.652813,-3.660213,-1.24075,-1.364825,-1.116675,-1.24075,-0.9926,-1.178713,-2.605575,-2.72965,-1.612975,-1.364825,-1.612975,-1.9852,-2.357425,-2.605575,-3.412063,-2.605575,-2.9778,-1.923163,-2.171313,-1.612975,-2.9778
273,-0.09200000000000097,-4.71485,-3.660213,-1.116675,-1.364825,-0.9926,-1.24075,-0.930563,-1.178713,-2.605575,-2.667613,-1.612975,-1.426863,-1.550938,-1.9852,-2.357425,-2.605575,-3.350025,-2.605575,-3.039838,-1.923163,-2.171313,-1.550938,-3.039838
274,-0.09600000000000097,-4.652813,-3.660213,-1.178713,-1.364825,-1.054638,-1.24075,-0.930563,-1.178713,-2.543538,-2.667613,-1.612975,-1.426863,-1.612975,-1.9852,-2.357425,-2.667613,-3.412063,-2.605575,-2.9778,-1.923163,-2.171313,-1.612975,-3.039838
275,-0.10000000000000098,-4.71485,-3.598175,-1.178713,-1.426863,-1.054638,-1.24075,-0.9926,-1.178713,-2.605575,-2.667613,-1.675013,-1.364825,-1.550938,-1.9852,-2.357425,-2.72965,-3.412063,-2.605575,-3.039838,-1.923163,-2.171313,-1.550938,-3.039838
276,-0.10400000000000098,-4.71485,-3.660213,-1.24075,-1.364825,-1.054638,-1.24075,-0.9926,-1.178713,-2.543538,-2.72965,-1.550938,-1.364825,-1.675013,-2.047238,-2.4815,-2.605575,-3.412063,-2.605575,-2.9778,-1.9852,-2.295388,-1.675013,-3.101875
277,-0.10800000000000098,-4.71485,-3.536138,-1.178713,-1.364825,-0.9926,-1.24075,-0.930563,-1.178713,-2.605575,-2.72965,-1.675013,-1.426863,-1.612975,-1.9852,-2.419463,-2.605575,-3.412063,-2.605575,-2.9778,-1.923163,-2.23335,-1.612975,-3.101875
278,-0.11200000000000099,-4.71485,-3.598175,-1.24075,-1.426863,-1.054638,-1.24075,-0.930563,-1.178713,-2.543538,-2.72965,-1.675013,-1.426863,-1.675013,-2.047238,-2.419463,-2.72965,-3.4741,-2.543538,-2.9778,-1.923163,-2.171313,-1.675013,-3.101875
279,-0.11600000000000099,-4.71485,-3.598175,-1.24075,-1.426863,-0.9926,-1.24075,-0.9926,-1.178713,-2.605575,-2.72965,-1.612975,-1.426863,-1.675013,-1.9852,-2.419463,-2.72965,-3.412063,-2.605575,-2.9778,-1.9852,-2.23335,-1.675013,-3.101875
280,-0.120000000000001,-4.71485,-3.598175,-1.178713,-1.426863,-1.116675,-1.302788,-0.930563,-1.178713,-2.543538,-2.667613,-1.612975,-1.364825,-1.675013,-2.047238,-2.419463,-2.72965,-3.4741,-2.605575,-2.9778,-2.047238,-2.23335,-1.675013,-3.101875
281,-0.124000000000001,-4.590775,-3.598175,-1.24075,-1.426863,-1.116675,-1.24075,-0.9926,-1.178713,-2.605575,-2.72965,-1.675013,-1.426863,-1.612975,-2.047238,-2.419463,-2.72965,-3.4741,-2.605575,-3.039838,-1.9852,-2.23335,-1.612975,-3.101875
282,-0.128000000000001,-4.71485,-3.598175,-1.178713,-1.426863,-1.054638,-1.24075,-0.9926,-1.116675,-2.543538,-2.72965,-1.612975,-1.426863,-1.675013,-2.047238,-2.419463,-2.667613,-3.4741,-2.605575,-2.9778,-1.9852,-2.23335,-1.675013,-3.163913
283,-0.132000000000001,-4.71485,-3.660213,-1.24075,-1.426863,-1.116675,-1.302788,-0.9926,-1.24075,-2.605575,-2.667613,-1.675013,-1.426863,-1.675013,-2.047238,-2.419463,-2.791688,-3.4741,-2.667613,-2.9778,-2.047238,-2.23335,-1.675013,-3.163913
284,-0.136000000000001,-4.71485,-3.660213,-1.178713,-1.426863,-1.116675,-1.302788,-0.9926,-1.178713,-2.605575,-2.72965,-1.675013,-1.426863,-1.675013,-2.047238,-2.419463,-2.791688,-3.4741,-2.605575,-2.9778,-1.9852,-2.23335,-1.675013,-3.163913
285,-0.140000000000001,-4.776888,-3.660213,-1.24075,-1.426863,-1.054638,-1.302788,-1.054638,-1.178713,-2.543538,-2.667613,-1.675013,-1.426863,-1.675013,-2.047238,-2.4815,-2.791688,-3.4741,-2.605575,-3.039838,-2.047238,-2.295388,-1.675013,-3.163913
286,-0.14400000000000102,-4.776888,-3.660213,-1.178713,-1.426863,-1.054638,-1.302788,-0.9926,-1.24075,-2.543538,-2.667613,-1.73705,-1.426863,-1.675013,-2.047238,-2.4815,-2.72965,-3.4741,-2.605575,-2.9778,-1.9852,-2.295388,-1.675013,-3.163913
287,-0.14800000000000102,-4.71485,-3.72225,-1.178713,-1.4889,-1.116675,-1.302788,-0.930563,-1.24075,-2.605575,-2.667613,-1.675013,-1.4889,-1.675013,-2.047238,-2.4815,-2.791688,-3.536138,-2.667613,-2.9778,-2.047238,-2.295388,-1.675013,-3.22595
288,-0.15200000000000102,-4.71485,-3.598175,-1.24075,-1.426863,-1.054638,-1.302788,-0.9926,-1.24075,-2.605575,-2.667613,-1.675013,-1.4889,-1.73705,-2.109275,-2.4815,-2.853725,-3.536138,-2.605575,-2.9778,-2.047238,-2.295388,-1.73705,-3.22595
289,-0.15600000000000103,-4.776888,-3.72225,-1.24075,-1.4889,-1.054638,-1.302788,-0.9926,-1.24075,-2.543538,-2.667613,-1.675013,-1.4889,-1.675013,-2.109275,-2.543538,-2.853725,-3.598175,-2.543538,-2.9778,-2.047238,-2.295388,-1.675013,-3.22595
290,-0.16000000000000103,-4.776888,-3.660213,-1.24075,-1.4889,-1.116675,-1.302788,-0.9926,-1.24075,-2.543538,-2.667613,-1.675013,-1.4889,-1.73705,-2.109275,-2.4815,-2.853725,-3.536138,-2.605575,-2.9778,-2.047238,-2.295388,-1.73705,-3.22595
291,-0.16400000000000103,-4.776888,-3.660213,-1.24075,-1.4889,-1.054638,-1.302788,-0.930563,-1.24075,-2.605575,-2.72965,-1.675013,-1.4889,-1.73705,-2.171313,-2.4815,-2.791688,-3.598175,-2.605575,-2.9778,-2.047238,-2.357425,-1.73705,-3.22595
292,-0.16800000000000104,-4.71485,-3.660213,-1.24075,-1.426863,-1.054638,-1.302788,-0.9926,-1.24075,-2.605575,-2.667613,-1.675013,-1.4889,-1.73705,-2.171313,-2.4815,-2.791688,-3.536138,-2.667613,-2.9778,-2.047238,-2.357425,-1.73705,-3.22595
293,-0.17200000000000104,-4.838925,-3.72225,-1.302788,-1.4889,-1.054638,-1.302788,-1.054638,-1.24075,-2.543538,-2.667613,-1.73705,-1.426863,-1.799088,-2.109275,-2.543538,-2.853725,-3.598175,-2.605575,-2.9778,-2.047238,-2.357425,-1.799088,-3.287988
294,-0.17600000000000104,-4.776888,-3.72225,-1.24075,-1.4889,-1.054638,-1.24075,-0.9926,-1.24075,-2.605575,-2.72965,-1.675013,-1.4889,-1.73705,-2.171313,-2.543538,-2.853725,-3.536138,-2.605575,-2.9778,-2.109275,-2.419463,-1.73705,-3.287988
295,-0.18000000000000105,-4.776888,-3.72225,-1.24075,-1.4889,-1.116675,-1.302788,-0.9926,-1.24075,-2.605575,-2.72965,-1.73705,-1.4889,-1.73705,-2.171313,-2.543538,-2.853725,-3.660213,-2.605575,-2.9778,-2.109275,-2.419463,-1.73705,-3.287988
296,-0.18400000000000105,-4.776888,-3.72225,-1.302788,-1.426863,-1.116675,-1.302788,-0.9926,-1.24075,-2.667613,-2.72965,-1.73705,-1.426863,-1.73705,-2.171313,-2.543538,-2.915763,-3.598175,-2.667613,-3.039838,-2.109275,-2.419463,-1.73705,-3.350025
297,-0.18800000000000106,-4.776888,-3.72225,-1.302788,-1.4889,-1.116675,-1.302788,-0.9926,-1.24075,-2.543538,-2.72965,-1.73705,-1.550938,-1.73705,-2.23335,-2.605575,-2.915763,-3.660213,-2.605575,-2.9778,-2.171313,-2.419463,-1.73705,-3.350025
298,-0.19200000000000106,-4.776888,-3.72225,-1.302788,-1.4889,-1.116675,-1.302788,-0.9926,-1.302788,-2.667613,-2.72965,-1.73705,-1.4889,-1.73705,-2.23335,-2.605575,-2.915763,-3.598175,-2.605575,-2.9778,-2.171313,-2.357425,-1.73705,-3.350025
299,-0.19600000000000106,-4.776888,-3.784288,-1.302788,-1.550938,-1.116675,-1.302788,-0.9926,-1.302788,-2.667613,-2.72965,-1.73705,-1.550938,-1.73705,-2.171313,-2.605575,-2.915763,-3.660213,-2.605575,-2.9778,-2.171313,-2.4815,-1.73705,-3.412063
300,-0.20000000000000107,-4.776888,-3.784288,-1.302788,-1.4889,-1.116675,-1.302788,-0.9926,-1.302788,-2.667613,-2.72965,-1.73705,-1.550938,-1.799088,-2.171313,-2.667613,-2.9778,-3.72225,-2.667613,-3.039838,-2.109275,-2.419463,-1.799088,-3.350025
301,-0.20400000000000107,-4.776888,-3.784288,-1.302788,-1.4889,-1.116675,-1.302788,-1.116675,-1.302788,-2.605575,-2.72965,-1.73705,-1.550938,-1.799088,-2.23335,-2.605575,-2.915763,-3.660213,-2.605575,-2.9778,-2.109275,-2.419463,-1.799088,-3.412063
302,-0.20800000000000107,-4.838925,-3.784288,-1.24075,-1.4889,-1.116675,-1.364825,-1.054638,-1.302788,-2.667613,-2.791688,-1.799088,-1.550938,-1.799088,-2.23335,-2.605575,-2.9778,-3.660213,-2.667613,-3.039838,-2.171313,-2.419463,-1.799088,-3.412063
303,-0.21200000000000108,-4.776888,-3.784288,-1.302788,-1.4889,-1.116675,-1.364825,-1.054638,-1.24075,-2.605575,-2.791688,-1.799088,-1.612975,-1.861125,-2.23335,-2.605575,-2.9778,-3.72225,-2.605575,-3.039838,-2.23335,-2.4815,-1.861125,-3.412063
304,-0.21600000000000108,-4.838925,-3.784288,-1.302788,-1.4889,-1.116675,-1.364825,-1.054638,-1.24075,-3.039838,-2.72965,-1.799088,-1.550938,-1.861125,-2.23335,-2.72965,-2.9778,-3.72225,-2.667613,-3.039838,-2.23335,-2.4815,-1.861125,-3.4741
305,-0.22000000000000108,-4.776888,-3.784288,-1.364825,-1.4889,-1.178713,-1.302788,-1.054638,-1.24075,-2.667613,-2.853725,-1.799088,-1.550938,-1.861125,-2.295388,-2.667613,-2.9778,-3.784288,-2.667613,-3.039838,-2.171313,-2.4815,-1.861125,-3.4741
306,-0.2240000000000011,-4.776888,-3.908363,-1.364825,-1.550938,-1.116675,-1.302788,-1.054638,-1.302788,-2.667613,-2.791688,-1.799088,-1.550938,-1.861125,-2.295388,-2.72965,-3.039838,-3.784288,-2.667613,-3.039838,-2.23335,-2.543538,-1.861125,-3.536138
307,-0.2280000000000011,-4.776888,-3.846325,-1.302788,-1.550938,-1.178713,-1.364825,-1.116675,-1.302788,-2.72965,-2.791688,-1.861125,-1.550938,-1.861125,-2.357425,-2.72965,-3.101875,-3.72225,-2.667613,-3.039838,-2.23335,-2.605575,-1.861125,-3.4741
308,-0.2320000000000011,-4.838925,-3.908363,-1.302788,-1.550938,-1.178713,-1.364825,-1.116675,-1.302788,-2.72965,-2.791688,-1.799088,-1.550938,-1.923163,-2.23335,-2.72965,-3.101875,-3.784288,-2.667613,-3.039838,-2.23335,-2.4815,-1.923163,-3.536138
309,-0.2360000000000011,-4.838925,-3.908363,-1.302788,-1.550938,-1.178713,-1.364825,-1.116675,-1.302788,-2.667613,-2.853725,-1.799088,-1.612975,-1.923163,-2.295388,-2.667613,-3.039838,-3.784288,-2.667613,-3.039838,-2.23335,-2.543538,-1.923163,-3.598175
310,-0.2400000000000011,-4.838925,-4.032438,-1.364825,-1.612975,-1.178713,-1.426863,-1.054638,-1.364825,-2.72965,-2.791688,-1.861125,-1.612975,-1.923163,-2.295388,-2.72965,-3.163913,-3.784288,-2.72965,-3.101875,-2.295388,-2.605575,-1.923163,-3.598175
311,-0.2440000000000011,-4.838925,-5.335225,-1.364825,-1.550938,-1.24075,-1.426863,-1.054638,-1.364825,-2.667613,-2.853725,-1.861125,-1.612975,-1.923163,-2.357425,-2.72965,-3.101875,-3.846325,-2.667613,-3.039838,-2.23335,-2.605575,-1.923163,-3.598175
312,-0.2480000000000011,-4.838925,-3.846325,-1.364825,-1.612975,-1.178713,-1.426863,-1.178713,-1.364825,-2.72965,-2.791688,-1.861125,-1.675013,-1.923163,-2.357425,-2.791688,-3.163913,-3.846325,-2.72965,-3.101875,-2.295388,-2.667613,-1.923163,-3.598175
313,-0.2520000000000011,-4.900963,-4.342625,-1.364825,-1.550938,-1.178713,-1.426863,-1.116675,-1.364825,-2.667613,-2.853725,-1.923163,-1.612975,-1.9852,-2.357425,-2.791688,-3.101875,-3.908363,-2.667613,-3.101875,-2.357425,-2.605575,-1.9852,-3.660213
314,-0.2560000000000011,-4.900963,-4.094475,-1.426863,-1.612975,-1.178713,-1.426863,-1.116675,-1.302788,-2.72965,-2.915763,-1.923163,-1.675013,-1.923163,-2.357425,-2.853725,-3.163913,-3.9704,-2.72965,-3.163913,-2.357425,-2.667613,-1.923163,-3.72225
315,-0.2600000000000011,-4.900963,-4.342625,-1.364825,-1.612975,-1.302788,-1.426863,-1.178713,-1.426863,-2.72965,-2.915763,-1.923163,-1.675013,-1.9852,-2.357425,-2.72965,-3.22595,-3.9704,-2.72965,-3.101875,-2.295388,-2.72965,-1.9852,-3.72225
316,-0.2640000000000011,-4.900963,-4.094475,-1.426863,-1.612975,-1.24075,-1.426863,-1.178713,-1.364825,-2.72965,-2.853725,-1.923163,-1.73705,-1.9852,-2.419463,-2.791688,-3.287988,-3.9704,-2.72965,-3.163913,-2.419463,-2.791688,-1.9852,-3.784288
317,-0.2680000000000011,-4.838925,-4.528738,-1.364825,-1.612975,-1.24075,-1.4889,-1.178713,-1.4889,-2.72965,-2.853725,-1.923163,-1.73705,-2.047238,-2.419463,-2.853725,-3.22595,-3.9704,-2.72965,-3.163913,-2.419463,-2.791688,-2.047238,-3.908363
318,-0.27200000000000113,-4.900963,-4.032438,-1.426863,-1.675013,-1.24075,-1.426863,-1.24075,-1.426863,-2.791688,-2.915763,-1.9852,-1.73705,-2.047238,-2.4815,-2.915763,-3.287988,-4.032438,-2.791688,-3.101875,-2.4815,-2.853725,-2.047238,-3.908363
319,-0.27600000000000113,-4.900963,-4.094475,-1.4889,-1.612975,-1.302788,-1.426863,-1.24075,-1.426863,-2.791688,-2.915763,-1.923163,-1.73705,-2.047238,-2.543538,-2.853725,-3.350025,-4.094475,-2.853725,-3.163913,-2.4815,-2.791688,-2.047238,-3.846325
320,-0.28000000000000114,-4.900963,-4.094475,-1.4889,-1.675013,-1.24075,-1.4889,-1.24075,-1.4889,-2.791688,-2.915763,-1.9852,-1.73705,-2.109275,-2.4815,-2.915763,-3.350025,-4.032438,-2.791688,-3.163913,-2.4815,-2.853725,-2.109275,-3.9704
321,-0.28400000000000114,-5.025038,-4.71485,-1.4889,-1.73705,-1.302788,-1.4889,-1.24075,-1.4889,-2.791688,-2.915763,-1.9852,-1.799088,-2.109275,-2.543538,-2.915763,-3.412063,-4.094475,-2.791688,-3.22595,-2.4815,-2.915763,-2.109275,-4.032438
322,-0.28800000000000114,-4.900963,-4.032438,-1.550938,-1.675013,-1.24075,-1.4889,-1.24075,-1.550938,-2.915763,-2.915763,-2.047238,-1.861125,-2.171313,-2.4815,-2.9778,-3.412063,-4.156513,-2.72965,-3.22595,-2.543538,-2.9778,-2.171313,-4.032438
323,-0.29200000000000115,-4.963,-3.9704,-1.4889,-1.675013,-1.302788,-1.550938,-1.426863,-1.4889,-2.853725,-3.163913,-2.109275,-1.799088,-2.171313,-2.605575,-2.9778,-3.4741,-4.156513,-2.853725,-3.287988,-2.605575,-3.039838,-2.171313,-4.094475
